dataset,seed,shift_type,severity,pipeline,roc_auc
blood-transfusion,10,random,0.8,B,0.6549707602339181
blood-transfusion,10,random,1.0,A,0.6769005847953217
blood-transfusion,10,random,1.0,B,0.5872319688109162
blood-transfusion,11,important,0.2,A,0.760233918128655
blood-transfusion,11,important,0.2,B,0.7390350877192982
blood-transfusion,11,important,0.4,A,0.6957846003898635
blood-transfusion,11,important,0.4,B,0.6781189083820661
blood-transfusion,11,important,0.6,A,0.7312378167641326
blood-transfusion,11,important,0.6,B,0.7063840155945419
blood-transfusion,11,important,0.8,A,0.6758040935672515
blood-transfusion,11,important,0.8,B,0.7041910331384015
blood-transfusion,11,important,1.0,A,0.6475389863547758
blood-transfusion,11,important,1.0,B,0.6617933723196882
blood-transfusion,11,random,0.2,A,0.7506091617933722
blood-transfusion,11,random,0.2,B,0.7602339181286549
blood-transfusion,11,random,0.4,A,0.7019980506822612
blood-transfusion,11,random,0.4,B,0.7642543859649124
blood-transfusion,11,random,0.6,A,0.5835769980506823
blood-transfusion,11,random,0.6,B,0.7314814814814815
blood-transfusion,11,random,0.8,A,0.628167641325536
blood-transfusion,11,random,0.8,B,0.6466861598440545
blood-transfusion,11,random,1.0,A,0.6532651072124757
blood-transfusion,11,random,1.0,B,0.598196881091618
blood-transfusion,12,important,0.2,A,0.7643762183235866
blood-transfusion,12,important,0.2,B,0.7407407407407407
blood-transfusion,12,important,0.4,A,0.7055311890838206
blood-transfusion,12,important,0.4,B,0.6588693957115009
blood-transfusion,12,important,0.6,A,0.7482943469785575
blood-transfusion,12,important,0.6,B,0.6786062378167641
blood-transfusion,12,important,0.8,A,0.6663011695906433
blood-transfusion,12,important,0.8,B,0.7210038986354775
blood-transfusion,12,important,1.0,A,0.6399853801169589
blood-transfusion,12,important,1.0,B,0.6659356725146198
blood-transfusion,12,random,0.2,A,0.755238791423002
blood-transfusion,12,random,0.2,B,0.744761208576998
blood-transfusion,12,random,0.4,A,0.6995614035087719
blood-transfusion,12,random,0.4,B,0.7538986354775828
blood-transfusion,12,random,0.6,A,0.5918615984405458
blood-transfusion,12,random,0.6,B,0.7400097465886939
blood-transfusion,12,random,0.8,A,0.6374269005847953
blood-transfusion,12,random,0.8,B,0.6644736842105262
blood-transfusion,12,random,1.0,A,0.6548489278752437
blood-transfusion,12,random,1.0,B,0.6142787524366472
blood-transfusion,13,important,0.2,A,0.7621832358674464
blood-transfusion,13,important,0.2,B,0.7365984405458089
blood-transfusion,13,important,0.4,A,0.6965155945419103
blood-transfusion,13,important,0.4,B,0.6876218323586745
blood-transfusion,13,important,0.6,A,0.7458576998050683
blood-transfusion,13,important,0.6,B,0.6968810916179338
blood-transfusion,13,important,0.8,A,0.6740984405458089
blood-transfusion,13,important,0.8,B,0.7414717348927875
blood-transfusion,13,important,1.0,A,0.6306042884990253
blood-transfusion,13,important,1.0,B,0.682504873294347
blood-transfusion,13,random,0.2,A,0.7459795321637427
blood-transfusion,13,random,0.2,B,0.7563352826510721
blood-transfusion,13,random,0.4,A,0.7227095516569201
blood-transfusion,13,random,0.4,B,0.7701023391812866
blood-transfusion,13,random,0.6,A,0.5899122807017544
blood-transfusion,13,random,0.6,B,0.7585282651072125
blood-transfusion,13,random,0.8,A,0.6442495126705653
blood-transfusion,13,random,0.8,B,0.631578947368421
blood-transfusion,13,random,1.0,A,0.6392543859649124
blood-transfusion,13,random,1.0,B,0.5979532163742691
blood-transfusion,14,important,0.2,A,0.7643762183235866
blood-transfusion,14,important,0.2,B,0.7326998050682262
blood-transfusion,14,important,0.4,A,0.7123538011695906
blood-transfusion,14,important,0.4,B,0.6661793372319688
blood-transfusion,14,important,0.6,A,0.756578947368421
blood-transfusion,14,important,0.6,B,0.6856725146198831
blood-transfusion,14,important,0.8,A,0.7023635477582846
blood-transfusion,14,important,0.8,B,0.7302631578947368
blood-transfusion,14,important,1.0,A,0.6291423001949317
blood-transfusion,14,important,1.0,B,0.6493664717348927
blood-transfusion,14,random,0.2,A,0.7462231968810915
blood-transfusion,14,random,0.2,B,0.7602339181286549
blood-transfusion,14,random,0.4,A,0.7051656920077973
blood-transfusion,14,random,0.4,B,0.7647417153996101
blood-transfusion,14,random,0.6,A,0.5923489278752436
blood-transfusion,14,random,0.6,B,0.7585282651072124
blood-transfusion,14,random,0.8,A,0.6440058479532162
blood-transfusion,14,random,0.8,B,0.651803118908382
blood-transfusion,14,random,1.0,A,0.6705653021442495
blood-transfusion,14,random,1.0,B,0.5765107212475633
blood-transfusion,15,important,0.2,A,0.7575536062378168
blood-transfusion,15,important,0.2,B,0.7295321637426901
blood-transfusion,15,important,0.4,A,0.6989522417153995
blood-transfusion,15,important,0.4,B,0.6571637426900585
blood-transfusion,15,important,0.6,A,0.7619395711500975
blood-transfusion,15,important,0.6,B,0.6578947368421053
blood-transfusion,15,important,0.8,A,0.6979775828460039
blood-transfusion,15,important,0.8,B,0.7317251461988304
blood-transfusion,15,important,1.0,A,0.6455896686159844
blood-transfusion,15,important,1.0,B,0.6744639376218323
blood-transfusion,15,random,0.2,A,0.748172514619883
blood-transfusion,15,random,0.2,B,0.744761208576998
blood-transfusion,15,random,0.4,A,0.7180799220272904
blood-transfusion,15,random,0.4,B,0.7727826510721247
blood-transfusion,15,random,0.6,A,0.6052631578947368
blood-transfusion,15,random,0.6,B,0.7407407407407408
blood-transfusion,15,random,0.8,A,0.6605750487329436
blood-transfusion,15,random,0.8,B,0.6598440545808967
blood-transfusion,15,random,1.0,A,0.6705653021442496
blood-transfusion,15,random,1.0,B,0.6128167641325536
blood-transfusion,16,important,0.2,A,0.7675438596491226
blood-transfusion,16,important,0.2,B,0.7268518518518519
blood-transfusion,16,important,0.4,A,0.7255116959064328
blood-transfusion,16,important,0.4,B,0.6649610136452242
blood-transfusion,16,important,0.6,A,0.7385477582846003
blood-transfusion,16,important,0.6,B,0.6530214424951267
blood-transfusion,16,important,0.8,A,0.667763157894737
blood-transfusion,16,important,0.8,B,0.6963937621832359
blood-transfusion,16,important,1.0,A,0.61817738791423
blood-transfusion,16,important,1.0,B,0.634990253411306
blood-transfusion,16,random,0.2,A,0.7554824561403508
blood-transfusion,16,random,0.2,B,0.7591374269005848
blood-transfusion,16,random,0.4,A,0.7119883040935673
blood-transfusion,16,random,0.4,B,0.7698586744639376
blood-transfusion,16,random,0.6,A,0.5818713450292398
blood-transfusion,16,random,0.6,B,0.7490253411306043
blood-transfusion,16,random,0.8,A,0.6413255360623781
blood-transfusion,16,random,0.8,B,0.638157894736842
blood-transfusion,16,random,1.0,A,0.6678849902534113
blood-transfusion,16,random,1.0,B,0.5816276803118908
blood-transfusion,17,important,0.2,A,0.7648635477582846
blood-transfusion,17,important,0.2,B,0.716130604288499
blood-transfusion,17,important,0.4,A,0.7130847953216375
blood-transfusion,17,important,0.4,B,0.6632553606237817
blood-transfusion,17,important,0.6,A,0.7456140350877193
blood-transfusion,17,important,0.6,B,0.6466861598440545
blood-transfusion,17,important,0.8,A,0.663864522417154
blood-transfusion,17,important,0.8,B,0.7173489278752436
blood-transfusion,17,important,1.0,A,0.6397417153996101
blood-transfusion,17,important,1.0,B,0.6751949317738792
blood-transfusion,17,random,0.2,A,0.7605994152046784
blood-transfusion,17,random,0.2,B,0.7484161793372319
blood-transfusion,17,random,0.4,A,0.705896686159844
blood-transfusion,17,random,0.4,B,0.7493908382066277
blood-transfusion,17,random,0.6,A,0.5999025341130605
blood-transfusion,17,random,0.6,B,0.7524366471734893
blood-transfusion,17,random,0.8,A,0.6415692007797271
blood-transfusion,17,random,0.8,B,0.652046783625731
blood-transfusion,17,random,1.0,A,0.6574074074074073
blood-transfusion,17,random,1.0,B,0.5594541910331384
blood-transfusion,18,important,0.2,A,0.7604775828460039
blood-transfusion,18,important,0.2,B,0.7261208576998051
blood-transfusion,18,important,0.4,A,0.7062621832358674
blood-transfusion,18,important,0.4,B,0.6751949317738791
blood-transfusion,18,important,0.6,A,0.7682748538011696
blood-transfusion,18,important,0.6,B,0.6827485380116959
blood-transfusion,18,important,0.8,A,0.6814083820662767
blood-transfusion,18,important,0.8,B,0.7563352826510722
blood-transfusion,18,important,1.0,A,0.6405945419103314
blood-transfusion,18,important,1.0,B,0.6432748538011696
blood-transfusion,18,random,0.2,A,0.7462231968810916
blood-transfusion,18,random,0.2,B,0.7495126705653021
blood-transfusion,18,random,0.4,A,0.7102826510721247
blood-transfusion,18,random,0.4,B,0.7741228070175438
blood-transfusion,18,random,0.6,A,0.5938109161793372
blood-transfusion,18,random,0.6,B,0.7541423001949318
blood-transfusion,18,random,0.8,A,0.6437621832358675
blood-transfusion,18,random,0.8,B,0.6769005847953216
blood-transfusion,18,random,1.0,A,0.6522904483430798
blood-transfusion,18,random,1.0,B,0.5787037037037037
blood-transfusion,19,important,0.2,A,0.7624269005847952
blood-transfusion,19,important,0.2,B,0.7066276803118908
blood-transfusion,19,important,0.4,A,0.7052875243664718
blood-transfusion,19,important,0.4,B,0.6444931773879142
blood-transfusion,19,important,0.6,A,0.7492690058479532
blood-transfusion,19,important,0.6,B,0.6371832358674463
blood-transfusion,19,important,0.8,A,0.6799463937621832
blood-transfusion,19,important,0.8,B,0.6829922027290447
blood-transfusion,19,important,1.0,A,0.6052631578947368
blood-transfusion,19,important,1.0,B,0.6342592592592592
blood-transfusion,19,random,0.2,A,0.7396442495126705
blood-transfusion,19,random,0.2,B,0.7336744639376218
blood-transfusion,19,random,0.4,A,0.7200292397660819
blood-transfusion,19,random,0.4,B,0.7478070175438597
blood-transfusion,19,random,0.6,A,0.5833333333333333
blood-transfusion,19,random,0.6,B,0.7314814814814814
blood-transfusion,19,random,0.8,A,0.6391325536062378
blood-transfusion,19,random,0.8,B,0.6279239766081871
blood-transfusion,19,random,1.0,A,0.6401072124756335
blood-transfusion,19,random,1.0,B,0.5694444444444444
churn,0,important,0.2,A,0.9330988531939662
churn,0,important,0.2,B,0.8201438254939357
churn,0,important,0.4,A,0.9107819582394174
churn,0,important,0.4,B,0.7959940224077147
churn,0,important,0.6,A,0.9097251463436785
churn,0,important,0.6,B,0.7542169271542863
churn,0,important,0.8,A,0.8554562042288989
churn,0,important,0.8,B,0.7510464914670696
churn,0,important,1.0,A,0.7054962474921359
churn,0,important,1.0,B,0.7253197268801757
churn,0,random,0.2,A,0.9273194131391442
churn,0,random,0.2,B,0.8132084974281493
churn,0,random,0.4,A,0.8749824552712621
churn,0,random,0.4,B,0.8222244239136716
churn,0,random,0.6,A,0.8527646364319388
churn,0,random,0.6,B,0.7961508929234884
churn,0,random,0.8,A,0.7978434432252577
churn,0,random,0.8,B,0.751071260495876
churn,0,random,1.0,A,0.7757329568440955
churn,0,random,1.0,B,0.690643086551243
churn,1,important,0.2,A,0.9275093090266597
churn,1,important,0.2,B,0.8263030573237892
churn,1,important,0.4,A,0.9031283283382459
churn,1,important,0.4,B,0.7995525062128981
churn,1,important,0.6,A,0.900312915397254
churn,1,important,0.6,B,0.7617632245972968
churn,1,important,0.8,A,0.853557245353743
churn,1,important,0.8,B,0.7326183340351226
churn,1,important,1.0,A,0.7228593366854086
churn,1,important,1.0,B,0.7252454197937565
churn,1,random,0.2,A,0.923711391276348
churn,1,random,0.2,B,0.8225133959164128
churn,1,random,0.4,A,0.8794821621710879
churn,1,random,0.4,B,0.8209694597874817
churn,1,random,0.6,A,0.8478521123853401
churn,1,random,0.6,B,0.7913787267067927
churn,1,random,0.8,A,0.7874321947836426
churn,1,random,0.8,B,0.7522601738785821
churn,1,random,1.0,A,0.7759311090745464
churn,1,random,1.0,B,0.6890908940793765
churn,2,important,0.2,A,0.9309522040307467
churn,2,important,0.2,B,0.8241481518176339
churn,2,important,0.4,A,0.8983396494356788
churn,2,important,0.4,B,0.8053732279823975
churn,2,important,0.6,A,0.8976956546867131
churn,2,important,0.6,B,0.7706140242241102
churn,2,important,0.8,A,0.8513610581329105
churn,2,important,0.8,B,0.7540105185808998
churn,2,important,1.0,A,0.7160230847348477
churn,2,important,1.0,B,0.7250307548774345
churn,2,random,0.2,A,0.9225307342365774
churn,2,random,0.2,B,0.813167215713472
churn,2,random,0.4,A,0.8784996573617682
churn,2,random,0.4,B,0.817510052097524
churn,2,random,0.6,A,0.8535324763249367
churn,2,random,0.6,B,0.7892816156011856
churn,2,random,0.8,A,0.7920392341416294
churn,2,random,0.8,B,0.7483218982983677
churn,2,random,1.0,A,0.7771035097713819
churn,2,random,1.0,B,0.6852847199861294
churn,3,important,0.2,A,0.9321658864422592
churn,3,important,0.2,B,0.825081118569341
churn,3,important,0.4,A,0.9023026940446998
churn,3,important,0.4,B,0.7870606593515469
churn,3,important,0.6,A,0.9004945549418341
churn,3,important,0.6,B,0.7620521966000378
churn,3,important,0.8,A,0.8544076486760954
churn,3,important,0.8,B,0.7410398038292919
churn,3,important,1.0,A,0.7078080235140647
churn,3,important,1.0,B,0.7100289797637035
churn,3,random,0.2,A,0.9230261148127049
churn,3,random,0.2,B,0.8159496032827219
churn,3,random,0.4,A,0.8761796249969039
churn,3,random,0.4,B,0.8138029541195024
churn,3,random,0.6,A,0.8580652085965041
churn,3,random,0.6,B,0.7720176025231384
churn,3,random,0.8,A,0.7920722595133712
churn,3,random,0.8,B,0.7672784616781843
churn,3,random,1.0,A,0.7791098011046987
churn,3,random,1.0,B,0.6711911425952989
churn,4,important,0.2,A,0.932198911814001
churn,4,important,0.2,B,0.8278800188244618
churn,4,important,0.4,A,0.9062574823107853
churn,4,important,0.4,B,0.7789942123036022
churn,4,important,0.6,A,0.8953508532930423
churn,4,important,0.6,B,0.7593688851460133
churn,4,important,0.8,A,0.85449021210545
churn,4,important,0.8,B,0.7109371774866041
churn,4,important,1.0,A,0.7016611761986147
churn,4,important,1.0,B,0.7296295378924859
churn,4,random,0.2,A,0.9247434341432805
churn,4,random,0.2,B,0.8189961938259068
churn,4,random,0.4,A,0.8826608542012401
churn,4,random,0.4,B,0.8034495000784352
churn,4,random,0.6,A,0.8523187939134239
churn,4,random,0.6,B,0.7892568465723793
churn,4,random,0.8,A,0.798958049521545
churn,4,random,0.8,B,0.7538288790363197
churn,4,random,1.0,A,0.7724717013845886
churn,4,random,1.0,B,0.6908329824387585
churn,5,important,0.2,A,0.9322319371857429
churn,5,important,0.2,B,0.8250439650261313
churn,5,important,0.4,A,0.9039457062888564
churn,5,important,0.4,B,0.7871514791238369
churn,5,important,0.6,A,0.8967957133067479
churn,5,important,0.6,B,0.7574038755273739
churn,5,important,0.8,A,0.8447972654992197
churn,5,important,0.8,B,0.7564626524327314
churn,5,important,1.0,A,0.7115151214920864
churn,5,important,1.0,B,0.7187229088747431
churn,5,random,0.2,A,0.9226215540088673
churn,5,random,0.2,B,0.8115076907834444
churn,5,random,0.4,A,0.8917676004590527
churn,5,random,0.4,B,0.8139598246352762
churn,5,random,0.6,A,0.8521206416829727
churn,5,random,0.6,B,0.7893806917164112
churn,5,random,0.8,A,0.7933354799824965
churn,5,random,0.8,B,0.7612017932776857
churn,5,random,1.0,A,0.7738587669977459
churn,5,random,1.0,B,0.6826922283043948
churn,6,important,0.2,A,0.9298706231062014
churn,6,important,0.2,B,0.8041100075132721
churn,6,important,0.4,A,0.9031035593094394
churn,6,important,0.4,B,0.7736275893955532
churn,6,important,0.6,A,0.9053245155590782
churn,6,important,0.6,B,0.7390582815247814
churn,6,important,0.8,A,0.8557782016033818
churn,6,important,0.8,B,0.7331549963259274
churn,6,important,1.0,A,0.720407202833577
churn,6,important,1.0,B,0.7151644250695598
churn,6,random,0.2,A,0.9212592574245163
churn,6,random,0.2,B,0.8044650302594969
churn,6,random,0.4,A,0.891181400110635
churn,6,random,0.4,B,0.7989250241498032
churn,6,random,0.6,A,0.8414699592962294
churn,6,random,0.6,B,0.7745605561472602
churn,6,random,0.8,A,0.8012698255434738
churn,6,random,0.8,B,0.739784839703102
churn,6,random,1.0,A,0.7751880382103551
churn,6,random,1.0,B,0.7006497741890206
churn,7,important,0.2,A,0.9297550343051048
churn,7,important,0.2,B,0.8271947423608188
churn,7,important,0.4,A,0.9081399285000703
churn,7,important,0.4,B,0.7888027477109291
churn,7,important,0.6,A,0.9102783213203544
churn,7,important,0.6,B,0.7542169271542863
churn,7,important,0.8,A,0.8652647396362254
churn,7,important,0.8,B,0.7308101949322567
churn,7,important,1.0,A,0.7242959403561786
churn,7,important,1.0,B,0.7146607881504966
churn,7,random,0.2,A,0.9204418794739058
churn,7,random,0.2,B,0.8138442358341795
churn,7,random,0.4,A,0.8835360265523988
churn,7,random,0.4,B,0.8194998307449697
churn,7,random,0.6,A,0.8570827037871847
churn,7,random,0.6,B,0.8059264029590735
churn,7,random,0.8,A,0.805579636555784
churn,7,random,0.8,B,0.7441194197442185
churn,7,random,1.0,A,0.768351786259794
churn,7,random,1.0,B,0.6898339649435679
churn,8,important,0.2,A,0.9340318199456732
churn,8,important,0.2,B,0.8125645026791832
churn,8,important,0.4,A,0.9045153939514032
churn,8,important,0.4,B,0.7912631379056961
churn,8,important,0.6,A,0.8951774700913978
churn,8,important,0.6,B,0.7648015587975464
churn,8,important,0.8,A,0.8484465690766931
churn,8,important,0.8,B,0.7408333952559054
churn,8,important,1.0,A,0.7068915694482286
churn,8,important,1.0,B,0.7103757461669928
churn,8,random,0.2,A,0.9184025627688471
churn,8,random,0.2,B,0.8139680809782117
churn,8,random,0.4,A,0.8796803144015389
churn,8,random,0.4,B,0.8178733311866841
churn,8,random,0.6,A,0.8556130747446726
churn,8,random,0.6,B,0.80102213525541
churn,8,random,0.8,A,0.8017074117190531
churn,8,random,0.8,B,0.7556370181391854
churn,8,random,1.0,A,0.7696150067289194
churn,8,random,1.0,B,0.6748404461727723
churn,9,important,0.2,A,0.9238434927633155
churn,9,important,0.2,B,0.8150496619027569
churn,9,important,0.4,A,0.8939472749940142
churn,9,important,0.4,B,0.796662786185487
churn,9,important,0.6,A,0.8935014324754993
churn,9,important,0.6,B,0.7607229253874289
churn,9,important,0.8,A,0.8460192042536678
churn,9,important,0.8,B,0.7514097705562299
churn,9,important,1.0,A,0.7084107365483532
churn,9,important,1.0,B,0.7200439237444167
churn,9,random,0.2,A,0.9198226537537465
churn,9,random,0.2,B,0.813456187716213
churn,9,random,0.4,A,0.8769061831752244
churn,9,random,0.4,B,0.8137534160618896
churn,9,random,0.6,A,0.8450449557872837
churn,9,random,0.6,B,0.7758898273598691
churn,9,random,0.8,A,0.7900989935517961
churn,9,random,0.8,B,0.7583863803366936
churn,9,random,1.0,A,0.7658418580074141
churn,9,random,1.0,B,0.685045286041001
churn,10,important,0.2,A,0.930547643226909
churn,10,important,0.2,B,0.81842650616336
churn,10,important,0.4,A,0.9065464543135263
churn,10,important,0.4,B,0.7965306846985196
churn,10,important,0.6,A,0.8983891874932918
churn,10,important,0.6,B,0.7499483978566533
churn,10,important,0.8,A,0.8594605305525971
churn,10,important,0.8,B,0.7224134941668938
churn,10,important,1.0,A,0.7212163244412522
churn,10,important,1.0,B,0.7362593812696604
churn,10,random,0.2,A,0.9259901419265351
churn,10,random,0.2,B,0.8100050363691906
churn,10,random,0.4,A,0.8857487264591021
churn,10,random,0.4,B,0.814925816758725
churn,10,random,0.6,A,0.8567524500697661
churn,10,random,0.6,B,0.7933767616971737
churn,10,random,0.8,A,0.7989580495215449
churn,10,random,0.8,B,0.7474880076618863
churn,10,random,1.0,A,0.7763769515930615
churn,10,random,1.0,B,0.698197640337189
churn,11,important,0.2,A,0.9285826336082695
churn,11,important,0.2,B,0.812506708278635
churn,11,important,0.4,A,0.9016463147813307
churn,11,important,0.4,B,0.7863506138590972
churn,11,important,0.6,A,0.900601887399995
churn,11,important,0.6,B,0.728969030457649
churn,11,important,0.8,A,0.8550021053674485
churn,11,important,0.8,B,0.7443505973464113
churn,11,important,1.0,A,0.7140415624303371
churn,11,important,1.0,B,0.7258894145427224
churn,11,random,0.2,A,0.9182952303106862
churn,11,random,0.2,B,0.8021367415516971
churn,11,random,0.4,A,0.8764851096855159
churn,11,random,0.4,B,0.7935171195270767
churn,11,random,0.6,A,0.849899685433334
churn,11,random,0.6,B,0.7822306987343026
churn,11,random,0.8,A,0.7946812638809765
churn,11,random,0.8,B,0.7633154170691634
churn,11,random,1.0,A,0.7751632691815489
churn,11,random,1.0,B,0.6942098266993617
churn,12,important,0.2,A,0.9281367910897547
churn,12,important,0.2,B,0.8137946977765668
churn,12,important,0.4,A,0.9046309827524996
churn,12,important,0.4,B,0.786845994435225
churn,12,important,0.6,A,0.9034255566839224
churn,12,important,0.6,B,0.7338237601036997
churn,12,important,0.8,A,0.854019600558129
churn,12,important,0.8,B,0.7226611844549575
churn,12,important,1.0,A,0.7146607881504966
churn,12,important,1.0,B,0.7150240672396568
churn,12,random,0.2,A,0.9201363947852937
churn,12,random,0.2,B,0.8127296295378925
churn,12,random,0.4,A,0.8811581997869863
churn,12,random,0.4,B,0.815000123845144
churn,12,random,0.6,A,0.8504611167529454
churn,12,random,0.6,B,0.7704571537083363
churn,12,random,0.8,A,0.7946977765668474
churn,12,random,0.8,B,0.746282581593309
churn,12,random,1.0,A,0.7802326637439212
churn,12,random,1.0,B,0.6731974339286156
churn,13,important,0.2,A,0.9359060097920229
churn,13,important,0.2,B,0.8177907677573296
churn,13,important,0.4,A,0.9016256739239922
churn,13,important,0.4,B,0.7805959428330815
churn,13,important,0.6,A,0.9049942618416598
churn,13,important,0.6,B,0.7643061782214187
churn,13,important,0.8,A,0.8638446486513264
churn,13,important,0.8,B,0.7379932132861071
churn,13,important,1.0,A,0.7075685895689363
churn,13,important,1.0,B,0.7165514906827168
churn,13,random,0.2,A,0.9211023869087425
churn,13,random,0.2,B,0.8092784781908702
churn,13,random,0.4,A,0.8804151289227949
churn,13,random,0.4,B,0.8128865000536662
churn,13,random,0.6,A,0.8566368612686697
churn,13,random,0.6,B,0.7819252140456906
churn,13,random,0.8,A,0.8048861037492052
churn,13,random,0.8,B,0.7501630627729754
churn,13,random,1.0,A,0.7787382656726028
churn,13,random,1.0,B,0.6849627226116465
churn,14,important,0.2,A,0.9258662967825032
churn,14,important,0.2,B,0.8122590179905713
churn,14,important,0.4,A,0.9021210545001197
churn,14,important,0.4,B,0.7922951807726286
churn,14,important,0.6,A,0.8994542557319661
churn,14,important,0.6,B,0.7530362701145156
churn,14,important,0.8,A,0.8588743302041794
churn,14,important,0.8,B,0.7344347294809237
churn,14,important,1.0,A,0.7067429552753902
churn,14,important,1.0,B,0.7173193305757147
churn,14,random,0.2,A,0.9184273317976535
churn,14,random,0.2,B,0.8140176190358243
churn,14,random,0.4,A,0.8773024876361265
churn,14,random,0.4,B,0.8190870135981968
churn,14,random,0.6,A,0.8560589172631875
churn,14,random,0.6,B,0.7961261238946821
churn,14,random,0.8,A,0.7862597940868071
churn,14,random,0.8,B,0.7447221327785072
churn,14,random,1.0,A,0.7808518894640808
churn,14,random,1.0,B,0.6851030804415492
churn,15,important,0.2,A,0.9316127114655834
churn,15,important,0.2,B,0.8230500582072179
churn,15,important,0.4,A,0.9011055243190582
churn,15,important,0.4,B,0.7885468010799296
churn,15,important,0.6,A,0.9034503257127288
churn,15,important,0.6,B,0.7713240697165598
churn,15,important,0.8,A,0.858940380947663
churn,15,important,0.8,B,0.7163781074810722
churn,15,important,1.0,A,0.7094345230723504
churn,15,important,1.0,B,0.7244693235578233
churn,15,random,0.2,A,0.9222087368620943
churn,15,random,0.2,B,0.8159908849973994
churn,15,random,0.4,A,0.8789372435373476
churn,15,random,0.4,B,0.8100793434556098
churn,15,random,0.6,A,0.8507170633839447
churn,15,random,0.6,B,0.7891825394859602
churn,15,random,0.8,A,0.8019468456641815
churn,15,random,0.8,B,0.769804902616435
churn,15,random,1.0,A,0.7698379279881769
churn,15,random,1.0,B,0.6919641014209166
churn,16,important,0.2,A,0.9302173895094906
churn,16,important,0.2,B,0.8144304361825973
churn,16,important,0.4,A,0.9033925313121806
churn,16,important,0.4,B,0.7970343216175828
churn,16,important,0.6,A,0.908676590790875
churn,16,important,0.6,B,0.7482310785260776
churn,16,important,0.8,A,0.8549525673098358
churn,16,important,0.8,B,0.7158414451902673
churn,16,important,1.0,A,0.7177486604083587
churn,16,important,1.0,B,0.7184504495578729
churn,16,random,0.2,A,0.9216720745712895
churn,16,random,0.2,B,0.8116480486133472
churn,16,random,0.4,A,0.8712588446073697
churn,16,random,0.4,B,0.8089069427587745
churn,16,random,0.6,A,0.8496767641740767
churn,16,random,0.6,B,0.7868625071210958
churn,16,random,0.8,A,0.7997424021004134
churn,16,random,0.8,B,0.7512941817551335
churn,16,random,1.0,A,0.7768475631403825
churn,16,random,1.0,B,0.683806834600682
churn,17,important,0.2,A,0.9318356327248409
churn,17,important,0.2,B,0.8234215936393133
churn,17,important,0.4,A,0.9060923554520761
churn,17,important,0.4,B,0.7884972630223169
churn,17,important,0.6,A,0.906307020368398
churn,17,important,0.6,B,0.7584111493655001
churn,17,important,0.8,A,0.8614998472576557
churn,17,important,0.8,B,0.7464559647949537
churn,17,important,1.0,A,0.7330476638677663
churn,17,important,1.0,B,0.71023538833709
churn,17,random,0.2,A,0.9237444166480898
churn,17,random,0.2,B,0.8204658228684187
churn,17,random,0.4,A,0.8819838340805323
churn,17,random,0.4,B,0.8115365879837186
churn,17,random,0.6,A,0.8537306285553877
churn,17,random,0.6,B,0.7949124414831695
churn,17,random,0.8,A,0.8005928054227661
churn,17,random,0.8,B,0.7570323400952782
churn,17,random,1.0,A,0.7789364179030541
churn,17,random,1.0,B,0.6926493778845599
churn,18,important,0.2,A,0.9292844227577837
churn,18,important,0.2,B,0.8122507616476359
churn,18,important,0.4,A,0.9035824271996962
churn,18,important,0.4,B,0.7879853697603184
churn,18,important,0.6,A,0.9050355435563371
churn,18,important,0.6,B,0.7527060163970971
churn,18,important,0.8,A,0.8639602374524229
churn,18,important,0.8,B,0.7246922448170807
churn,18,important,1.0,A,0.7183100917279699
churn,18,important,1.0,B,0.72225662365112
churn,18,random,0.2,A,0.9206978261049051
churn,18,random,0.2,B,0.8090720696174836
churn,18,random,0.4,A,0.8703671595703399
churn,18,random,0.4,B,0.7932033784955292
churn,18,random,0.6,A,0.853681090497775
churn,18,random,0.6,B,0.775097218438065
churn,18,random,0.8,A,0.7948629034255567
churn,18,random,0.8,B,0.7607064127015579
churn,18,random,1.0,A,0.7738917923694879
churn,18,random,1.0,B,0.6825931521891694
churn,19,important,0.2,A,0.9311008182035848
churn,19,important,0.2,B,0.8285570389451697
churn,19,important,0.4,A,0.9039622189747272
churn,19,important,0.4,B,0.7931373277520456
churn,19,important,0.6,A,0.9049199547552407
churn,19,important,0.6,B,0.7646116629100306
churn,19,important,0.8,A,0.860376984618433
churn,19,important,0.8,B,0.7427736358457385
churn,19,important,1.0,A,0.7136782833411768
churn,19,important,1.0,B,0.7352190820597925
churn,19,random,0.2,A,0.9257011699237939
churn,19,random,0.2,B,0.8206061806983216
churn,19,random,0.4,A,0.8746026634962311
churn,19,random,0.4,B,0.8158587835104318
churn,19,random,0.6,A,0.8467540187749238
churn,19,random,0.6,B,0.7866643548906448
churn,19,random,0.8,A,0.8003203461058959
churn,19,random,0.8,B,0.7539031861227389
churn,19,random,1.0,A,0.7772686366300912
churn,19,random,1.0,B,0.6882322344140888
credit-approval,0,important,0.2,A,0.8665105386416863
credit-approval,0,important,0.2,B,0.6729827549499681
credit-approval,0,important,0.4,A,0.8403236108154141
credit-approval,0,important,0.4,B,0.6193314881839471
credit-approval,0,important,0.6,A,0.7536725569512455
credit-approval,0,important,0.6,B,0.6212476048541622
credit-approval,0,important,0.8,A,0.7932723014690228
credit-approval,0,important,0.8,B,0.5288482009793485
credit-approval,0,important,1.0,A,0.7215243772620822
credit-approval,0,important,1.0,B,0.5531190121354055
credit-approval,0,random,0.2,A,0.9020651479667873
